, Force (Kg f), Power (W)
155,2.24981632,130.0
156,2.3269269599999998,137.4
157,2.43578904,146.0
158,2.5219715199999997,154.4
159,2.608154,162.8
160,2.66258504,170.6
161,2.76237528,178.4
162,2.82587816,185.79999999999998
163,2.90752472,194.0
164,2.9937072,200.0
165,3.05721008,208.6
166,3.13432072,215.39999999999998
167,3.2205032,222.39999999999998
168,3.27947016,229.4
169,3.3565808,235.6
170,3.44276328,244.60000000000002
171,3.54708944,252.39999999999998
172,3.6423437600000006,260.0
173,3.7239903200000004,269.40000000000003
174,3.8464601600000004,280.0
175,3.96439408,289.20000000000005
176,4.10047168,301.4
177,4.209333760000001,312.8
178,4.32726768,325.4
179,4.422522,336.59999999999997
180,4.5540636800000005,350.20000000000005
181,4.6992131200000005,361.4
182,4.82168296,373.8
183,4.93054504,386.0
184,5.02126344,399.6
185,5.143733280000001,412.59999999999997
186,5.20270024,424.20000000000005
187,5.39320888,437.59999999999997
188,5.520214640000001,449.79999999999995
189,5.62000488,464.0
190,5.710723280000001,476.0
191,5.81504944,491.0
192,5.92844744,503.8
193,6.059989120000001,519.0
194,6.128027920000001,532.4
195,6.25503368,551.0
196,6.36389576,562.4
197,6.45915008,579.0
198,6.5544044,594.8
199,6.6224432,609.2
200,6.72223344,624.1666666666666
