, Force (Kg f), Efficiency (g/W)
161,1.41067112,32.06070727272727
162,1.4288148,31.75144
163,1.4787099199999998,31.46191319148936
164,1.5240691199999998,31.103451428571425
165,1.54674872,30.328406274509806
166,1.57850016,29.783021886792454
167,1.62385936,29.524715636363634
168,1.6556108,29.04580350877193
169,1.69189816,28.67624
170,1.72818552,28.37743054187192
171,1.77354472,28.151503492063494
172,1.80076024,27.704003692307694
173,1.84611944,27.431195245170876
174,1.8778708800000001,27.21552
175,1.9141582400000003,26.84653913043479
176,1.9912688800000002,26.90903891891892
177,1.9958048000000002,26.260589473684213
178,2.05930768,26.067185822784808
179,2.09105912,25.815544691358024
180,2.1228105600000005,25.48392028811525
181,2.16816976,25.094557407407407
182,2.2135289600000005,24.899088413948256
183,2.2724959200000003,24.86319387308534
184,2.30424736,24.51326978723404
185,2.3632143200000004,24.36303422680413
186,2.40857352,24.0857352
187,2.45393272,24.058163921568624
188,2.4811482400000004,23.62998323809524
189,2.5537229600000004,23.66749731232623
190,2.5809384800000004,23.37806594202899
191,2.61722584,23.059258502202642
192,2.6489772800000004,22.83601103448276
193,2.68526464,22.565249075630256
194,2.73515976,22.273287947882736
195,2.77144712,22.278513826366563
196,2.8213422400000003,22.041736250000003
197,2.87577328,21.902309824828638
198,2.8939169600000003,21.596395223880602
199,2.9165965600000003,21.414071659324524
200,2.9256684,21.512213914496296
