, Force (Kg f), Efficiency (g/W)
0,-2.309539266666666,16.961251259154725
1,-2.30424736,16.905703301540715
2,-2.29517552,17.064502007434942
3,-2.28156776,17.28460424242424
4,-2.2226008,17.35051366120219
5,-2.18177752,17.45422016
6,-2.1636338399999997,17.822354530477753
7,-2.1318824,17.825103678929764
8,-2.1092028000000003,18.1358796216681
9,-2.05477176,18.151693992932863
10,-2.041164,18.556036363636363
11,-1.9867329599999999,18.395675555555552
12,-1.9549815199999998,18.7079571291866
13,-1.927766,18.899666666666665
14,-1.8914786399999999,19.105844848484846
15,-1.8370476,19.215979079497906
16,-1.80983208,19.481507857911737
17,-1.7916884,19.688883516483518
18,-1.75540104,19.947739090909092
19,-1.7145777599999998,20.17150305882353
20,-1.68282632,20.275015903614456
21,-1.6510748800000001,20.510246956521737
22,-1.6193234399999998,21.00289805447471
23,-1.59210792,21.031808718626156
24,-1.5558205600000001,21.312610410958907
25,-1.53767688,21.657420845070423
26,-1.50138952,22.01450909090909
27,-1.4696380800000002,22.267243636363634
28,-1.44242256,22.259607407407405
29,-1.41067112,22.75276
30,-1.360776,22.679599999999997
31,-1.3290245600000001,22.914216551724138
32,-1.31995272,23.570584285714286
33,-1.28820128,23.855579259259258
34,-1.25644984,24.162496923076922
35,-1.22016248,24.4032496
36,-1.18841104,24.553947107438017
37,-1.1657314399999998,25.1235224137931
38,-1.13851592,25.300353777777772
39,-1.09769264,25.527735813953488
40,-1.07501304,26.21983024390244
41,-1.05686936,27.099214358974358
42,-1.0160460800000002,27.239841286863275
43,-0.98883056,27.467515555555554
44,-0.97068688,27.733910857142856
45,-0.9298635999999999,28.177684848484844
46,-0.907184,28.3495
47,-0.8799684799999999,29.332282666666668
48,-0.8527529599999999,29.405274482758617
49,-0.8255374400000001,29.483479999999997
50,-0.79832192,30.70468923076923
51,-0.78017824,32.50742666666667
52,-0.75296272,32.737509565217394
53,-0.72121128,34.34339428571428
54,-0.69853168,34.926584
55,-0.6713161599999999,35.33242947368421
56,-0.6531724799999999,36.28736
57,-0.6304928799999999,37.08781647058823
58,-0.6123492,38.271825
59,-0.58059776,38.70651733333333
60,-0.55338224,39.52730285714286
61,-0.53070264,40.82328
62,-0.5125589599999999,42.71324666666666
63,-0.48534344,40.44528666666667
64,-0.46719976,42.472705454545455
65,-0.44452016,44.452016
66,-0.42184056000000003,46.87117333333333
67,-0.39916096,49.89512
68,-0.38101727999999996,47.627159999999996
69,-0.35380176,50.54310857142857
70,-0.33565807999999997,47.95115428571428
71,-0.31297847999999995,52.16308
72,-0.2948348,58.96695999999999
73,-0.27669112,55.338224000000004
74,-0.24947560000000002,62.368900000000004
75,-0.23586784,58.96696
76,-0.21318823999999997,53.297059999999995
77,-0.19958048,66.52682666666666
78,-0.1814368,82.47127272727272
79,-0.16329311999999999,81.64656
80,-0.15422128000000002,77.11064
81,-0.1360776,68.0388
82,-0.11793392,58.96696
83,-0.09979024,99.79024
84,-0.08618248,86.18248
85,-0.07257472,72.57472
86,-0.06350288000000001,127.00576000000001
87,-0.05443104,108.86207999999999
88,-0.0453592,90.7184
89,-0.031751440000000006,63.502880000000005
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,0.0,0.0
111,0.040823279999999997,81.64656
112,0.05443104000000001,108.86208
113,0.06803880000000001,136.07760000000002
114,0.07711064000000001,77.11064
115,0.0907184,90.7184
116,0.10886208000000001,108.86208
117,0.12700576,127.00575999999998
118,0.14514944,72.57472
119,0.16329311999999999,81.64656
120,0.18143679999999998,90.71839999999999
121,0.20411639999999998,102.05819999999999
122,0.22226008,74.08669333333333
123,0.24493968000000002,81.64656000000001
124,0.26308336,65.77083999999999
125,0.29029888,72.57472
126,0.31297847999999995,66.59116595744682
127,0.33565807999999997,67.131616
128,0.36287359999999996,72.57471999999999
129,0.3855532,64.25886666666666
130,0.41276872000000003,58.96695999999999
131,0.44452016,63.50288
132,0.46719976,58.399969999999996
133,0.49441528,59.568106024096394
134,0.5216308,55.49263829787234
135,0.54884632,54.884631999999996
136,0.58059776,52.781614545454545
137,0.60781328,50.651106666666664
138,0.63956472,49.19728615384615
139,0.68492392,48.923137142857136
140,0.7030676,46.87117333333333
141,0.7257472,48.38314666666667
142,0.7620345599999999,47.627159999999996
143,0.79832192,44.35121777777778
144,0.8255374400000001,43.44933894736842
145,0.8527529599999999,42.637648
146,0.88904032,42.335253333333334
147,0.9207917599999998,41.854170909090904
148,0.9480072799999999,41.21770782608695
149,0.9752228,40.13262551440329
150,0.97068688,35.95136592592593
151,1.04779752,37.42134
152,1.07501304,37.0694151724138
153,1.1113004,35.848400000000005
154,1.1657314399999998,35.325195151515146
155,1.18387512,34.819856470588235
156,1.20655472,34.472992000000005
157,1.23830616,33.46773405405405
158,1.27459352,33.192539583333335
159,1.31088088,32.772022
160,1.3562400799999998,32.29143047619047
