, Force (Kg f), Efficiency (g/W)
82,-0.16329311999999999,68.03879999999998
83,-0.14514944,60.47893333333332
84,-0.12246984000000001,102.05819999999999
85,-0.10886208,90.71839999999997
86,-0.0907184,75.59866666666666
87,-0.07257472,120.95786666666665
88,-0.05896696,98.27826666666665
89,-0.0453592,75.59866666666666
90,-0.03628736,60.47893333333332
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,0.040823279999999997,68.03879999999998
111,0.05443104,90.71839999999997
112,0.07257472,120.95786666666665
113,0.09525432,79.37859999999999
114,0.113398,94.49833333333332
115,0.13154168000000002,109.61806666666666
116,0.15422128000000002,128.51773333333333
117,0.17690088,73.7087
118,0.19958048,83.15853333333332
119,0.22226008,92.60836666666665
120,0.25401152000000005,70.55875555555556
121,0.27669112,76.85864444444445
122,0.30844256000000003,64.25886666666666
123,0.33112216,68.98378333333332
124,0.36740952000000004,61.234919999999995
125,0.39462504,65.77084
126,0.42637648,59.21895555555556
127,0.45812792,54.5390380952381
128,0.48987936000000004,58.31897142857144
129,0.5170948799999999,53.86404999999999
130,0.54884632,57.171491666666654
131,0.5896696,49.13913333333333
132,0.62595696,52.16308
133,0.6531724799999999,49.48276363636363
134,0.68492392,47.56416111111111
135,0.7121394400000001,45.6499641025641
136,0.75749864,45.08920476190477
137,0.78925008,43.84722666666667
138,0.83007336,43.23298749999999
139,0.8572888799999999,42.023964705882356
140,0.89357624,41.369270370370366
141,0.9298635999999999,38.74431666666666
142,0.9661509599999999,38.339323809523805
143,1.00243832,37.971148484848484
144,1.0387256799999998,37.634988405797095
145,1.0840848799999998,36.136162666666664
146,1.13851592,33.88440238095238
147,1.1611955199999997,33.36768735632184
148,1.19748288,33.263413333333325
149,1.23377024,32.129433333333324
150,1.27912944,32.301248484848486
151,1.3108808799999998,31.211449523809517
152,1.35170416,30.69264668483197
153,1.40159928,30.736826315789475
154,1.4333507199999997,29.861473333333333
155,1.4832458399999997,29.429480952380946
156,1.5286050399999997,28.950853030303023
157,1.5648924,28.349499999999995
158,1.6329311999999998,28.3495
159,1.67375448,27.895908
160,1.7100418399999997,27.40451666666666
161,1.7690088,27.29951851851851
162,1.81890392,26.638897480960747
163,1.8461194399999996,26.52470459770115
164,1.9050864,26.459533333333333
165,1.9232300800000002,25.439551322751324
166,1.96405336,25.18017128205128
167,2.03209216,25.27477810945273
168,2.0865232,24.8395619047619
169,2.1318824,24.67456481481481
170,2.1772416,24.19157333333333
171,2.2362085599999997,23.89111709401709
172,2.27249592,23.671832499999997
173,2.3314628799999997,23.35199198717948
174,2.39950168,23.14334182098765
175,2.46300456,23.061840449438197
176,2.5083637599999995,22.62232828282828
177,2.5627948,22.480656140350874
178,2.6172258399999997,22.209995247793614
179,2.6535132,21.80730769230769
180,2.7124801599999997,21.630623285486443
181,2.77598304,21.57947014925373
182,2.84402184,21.351515315315318
183,2.87123736,21.136906360424028
184,2.93020432,21.014087205966725
185,3.00731496,20.86674271440466
186,3.0436023199999998,20.503922931824306
187,3.0844256,20.383462860163892
188,3.15700032,20.17510429447853
189,3.22503912,19.996522321428568
190,3.2613264799999997,19.837752311435523
191,3.3157575199999996,19.582787148594377
192,3.3792604,19.555905092592592
193,3.4019399999999997,19.206978319783197
194,3.4472992,18.987107292355144
195,3.5017302399999997,18.802245704467353
196,3.56976904,18.74484898130645
197,3.63780784,18.59819959100204
198,3.70584664,18.44806172839506
199,3.69223888,18.249500197706606
200,3.7141624933333337,18.301714656156488
