, Force (Kg f), Efficiency (g/W)
113,0.15422128,96.38829999999999
114,0.18143679999999998,113.39799999999998
115,0.21772416,68.0388
116,0.24947559999999996,77.96112499999998
117,0.29029888,90.71839999999999
118,0.32205032,67.09381666666667
119,0.35833768,55.99026249999999
120,0.39916096,62.3689
121,0.43544832,54.431039999999996
122,0.47173568,58.96696
123,0.5125589599999999,53.39155833333333
124,0.5579181599999999,49.814121428571426
125,0.60327736,47.13104375
126,0.63956472,49.965993749999996
127,0.680388,47.24916666666666
128,0.72121128,45.075705
129,0.77564232,44.07058636363636
130,0.8164656,42.52425
131,0.87089664,41.870030769230766
132,0.907184,39.102758620689656
133,0.9480072799999999,39.50030333333333
134,0.9933664799999999,38.803378124999995
135,1.0341897599999998,35.90936666666666
136,1.09769264,34.302895
137,1.14305184,34.0194
138,1.18387512,33.6328159090909
139,1.23830616,32.247556249999995
140,1.27912944,30.748303846153842
141,1.3290245600000001,29.665726785714288
142,1.38799152,29.91361034482759
143,1.4378866399999999,28.989649999999997
144,1.48324584,28.091777272727274
145,1.53767688,27.458515714285713
146,1.587572,26.817094594594593
147,1.6510748800000001,26.459533333333333
148,1.69189816,25.791130487804878
149,1.7599369599999999,25.580479069767442
150,1.8234398400000003,24.883185589519652
151,1.8778708800000001,24.971687234042555
152,1.9323019200000002,24.153774000000006
153,1.9912688800000002,23.933520192307693
154,2.04569992,23.589713099631
155,2.1228105600000005,23.317339191564148
156,2.1772416000000003,23.064
157,2.21806488,22.395647011308565
158,2.2770318400000003,22.2366390625
159,2.381358,22.21416044776119
160,2.43125312,21.707617142857142
161,2.5174356,21.262125
162,2.5764025600000005,20.912358441558442
163,2.6535132000000003,20.627434701492543
164,2.7306238400000002,20.317141666666668
165,2.75783936,19.81206436781609
166,2.8394859200000004,19.653141749723147
167,2.88938104,19.33472323340471
168,2.97556352,19.192231166150673
169,3.05267416,19.060153346653347
170,3.1071052000000003,18.67250721153846
171,3.17060808,18.554588483146066
172,3.21596728,18.440179357798165
173,3.3021497600000003,18.264102654867255
174,3.3747244800000002,18.120298969072163
175,3.42008368,17.917454316848282
176,3.51080208,17.72416235864297
177,3.6060564,17.62146403440188
178,3.6831670400000003,17.51886910197869
179,3.73759808,17.252576070901036
180,3.81924464,17.062386704789134
181,3.88728344,16.801882088520056
182,3.95532224,16.63577658142665
183,4.0596484,16.47584577922078
184,4.14583088,16.33760592686003
185,4.254692960000001,16.204650213284584
186,4.30458808,15.853668532704772
187,4.38169872,15.720790470723307
188,4.5087044800000005,15.65522388888889
189,4.52684816,15.293405945945947
190,4.649318,15.189878463146892
191,4.70828496,15.021327718223583
192,4.7853956,14.843038461538463
193,4.83529072,14.62049685534591
194,4.93054504,14.58395953620445
195,5.0121916,14.369815366972476
196,5.07569448,14.174750000000001
197,5.14373328,14.093964489259097
198,5.17548472,13.894664733676974
199,5.22084392,13.65283451882845
200,5.245035493333333,13.756324326249187
