, Force (Kg f), Efficiency (g/W)
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.045359199999999995,64.79885714285713
110,0.06350288000000001,90.7184
111,0.08164656,116.63794285714286
112,0.09979024,71.4286
113,0.12246983999999998,87.47845714285712
114,0.14514944,103.67817142857142
115,0.17690087999999998,97.1982857142857
116,0.19958048,71.27874285714284
117,0.226796,80.99857142857142
118,0.26308336,93.95834285714284
119,0.29029888,69.11878095238094
120,0.32658623999999997,58.318971428571416
121,0.36287359999999996,64.79885714285713
122,0.39462504,64.06250649350649
123,0.42637647999999995,60.91092571428571
124,0.46266384,55.079028571428566
125,0.49895120000000004,50.91338775510205
126,0.53070264,54.1533306122449
127,0.57606184,51.43409285714285
128,0.62142104,49.319130158730154
129,0.64410064,46.00718857142857
130,0.68945984,49.24713142857143
131,0.7257472,43.931428571428576
132,0.7665704799999999,42.119257142857144
133,0.8255374400000001,44.00519402985074
134,0.84821704,40.39128761904762
135,0.88904032,39.689299999999996
136,0.9207917599999998,38.6887294117647
137,0.9661509599999999,38.33932380952381
138,0.9979024000000001,37.51512781954888
139,1.05233344,35.7936544217687
140,1.09315672,35.49210129870129
141,1.14305184,35.498504347826085
142,1.2020188,33.53847098214285
143,1.2337702400000001,31.473730612244903
144,1.27912944,31.50565123152709
145,1.32448864,30.51817142857143
146,1.36531192,30.475712499999993
147,1.4061352,29.540655462184873
148,1.4605662400000001,29.223014005602245
149,1.51046136,29.15948571428571
150,1.55128464,28.41180659340659
151,1.60571568,27.974140766550526
152,1.6510748800000001,27.362858468677494
153,1.71004184,27.08333607855559
154,1.7599369599999999,26.244213540113332
155,1.8143679999999998,25.919542857142854
156,1.85065536,25.42109010989011
157,1.9096223200000004,25.2595544973545
158,1.96405336,25.051701020408164
159,2.0048766400000004,24.69059901477833
160,2.0865232000000002,24.43235597189696
161,2.1182746400000005,24.016719274376417
162,2.1590979200000002,23.473558599695586
163,2.2452804,23.584878151260504
164,2.26796,22.816498993963783
165,2.34053472,22.592033976833974
166,2.4267172,22.394953857511997
167,2.50382784,22.10690305491789
168,2.5627948000000003,21.792472789115646
169,2.6353695200000002,21.636859770114945
170,2.6580491200000003,21.213480606544298
171,2.75783936,20.978543739540545
172,2.78051896,20.68838511904762
173,2.8803092,20.573637142857145
174,2.9347402400000004,20.351874063800274
175,2.9937072000000002,20.173229110512132
176,3.04813824,20.048265193370167
177,3.1297848,19.801245096798684
178,3.18875176,19.686083220150635
179,3.23411096,19.412430732292922
180,3.32482936,19.30795214866434
181,3.36111672,19.053949659863946
182,3.42008368,18.86422327633756
183,3.4926584,18.659356768885566
184,3.5652331200000003,18.56118867138692
185,3.62420008,18.307739341281067
186,3.68770296,18.166024433497537
187,3.76934952,17.99727616501146
188,3.8373883200000005,17.844997767857144
189,3.9235708000000002,17.637196799424615
190,3.9825377600000005,17.516439831104858
191,4.0278969600000005,17.20735201640465
192,4.10954352,17.08607816397805
193,4.15490272,16.81466094698503
194,4.21386968,16.64771523388117
195,4.30458808,16.504056744114713
196,4.38169872,16.40348427672956
197,4.422522,16.150021910604735
198,4.5087044800000005,16.046353761833583
199,4.52684816,15.936239386045203
200,4.5238242133333335,15.873364944364548
