, Force (Kg f), Efficiency (g/W)
79,-0.39916096,44.35121777777778
80,-0.36740952000000004,51.0291
81,-0.33565807999999997,46.61917777777777
82,-0.30390664,56.27900740740741
83,-0.2721552,50.39911111111111
84,-0.24040376000000002,66.77882222222222
85,-0.20865232,57.958977777777775
86,-0.1814368,50.39911111111111
87,-0.15422128000000002,85.6784888888889
88,-0.12700576000000002,70.55875555555556
89,-0.10432616,57.958977777777775
90,-0.07711064000000001,85.6784888888889
91,-0.05896696,65.51884444444444
92,-0.045359199999999995,50.399111111111104
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.045359199999999995,50.399111111111104
109,0.06803880000000001,75.59866666666667
110,0.0907184,100.79822222222222
111,0.12246984000000001,68.0388
112,0.14968536000000002,83.15853333333334
113,0.1814368,100.79822222222222
114,0.21318824,59.21895555555555
115,0.24947560000000002,69.29877777777779
116,0.28576296,79.37859999999999
117,0.3175144,58.79896296296296
118,0.35833768,66.35882962962962
119,0.39008912,54.17904444444444
120,0.42637648,59.21895555555555
121,0.47173568,52.41507555555555
122,0.5080230400000001,56.447004444444445
123,0.54884632,50.81910370370371
124,0.58513368,46.43918095238096
125,0.62595696,43.46923333333333
126,0.66678024,42.09471212121212
127,0.69853168,38.807315555555554
128,0.75749864,42.083257777777774
129,0.80285784,37.16934444444445
130,0.8391452,35.86090598290598
131,0.8799684799999999,35.42546215780999
132,0.9162558399999998,33.93540148148148
133,0.9661509599999999,33.54690833333333
134,1.01604608,33.20412026143791
135,1.0750130399999998,32.635489981785064
136,1.13398,31.499444444444446
137,1.1793391999999998,31.19944973544973
138,1.2246983999999999,29.582086956521735
139,1.27912944,28.77034278002699
140,1.3199527199999999,27.159520987654314
141,1.3834556,26.502980842911875
142,1.42427888,25.77413825551936
143,1.4877817599999998,25.51066117969821
144,1.5376768799999998,25.12543921568627
145,1.5966438399999998,24.639565432098763
146,1.6782903999999998,24.536409356725148
147,1.74179328,23.775502047502044
148,1.78715248,23.14364775964776
149,1.8415835199999997,22.63499901671583
150,1.9186941599999998,22.5835
151,1.9731252,22.01165997322623
152,2.0366280800000003,21.758847008547008
153,2.08198728,21.145513711151736
154,2.17270568,21.176468615984405
155,2.21806488,20.64084198771636
156,2.2815677599999997,20.280602311111107
157,2.36321432,20.044226632739612
158,2.4312531199999996,19.660788613941452
159,2.5038278399999996,19.107355311355313
160,2.5854744,18.800715532286215
161,2.64444136,18.36417611111111
162,2.7442316,18.14967989417989
163,2.79412672,17.639688888888887
164,2.8667014399999995,17.40559465695203
165,2.9256684,17.14526722925457
166,3.01185088,16.901520089786754
167,3.10256928,16.89852549019608
168,3.1479284799999996,16.60825408884668
169,3.20689544,16.48111542810155
170,3.2658624,16.22869409660107
171,3.39286816,16.277433122241412
172,3.45637104,16.163351290684624
173,3.5380176,15.993208570653648
174,3.628736,16.01242608772394
175,3.7239903199999995,15.768929200542003
176,3.7920291199999996,15.605058106995884
177,3.9235708000000002,15.525367204811651
178,4.01882512,15.408423893873168
179,4.14129496,15.246649583977613
180,4.20933376,15.038705823508392
181,4.31819584,14.863678369819633
182,4.4089142400000005,14.702261704681874
183,4.53592,14.549396972029767
184,4.66746168,14.494322340227313
185,4.6946772,14.136336043360435
186,4.86250624,14.018642218762611
187,4.91693728,13.852088347982873
188,5.01672752,13.67551935448697
189,5.121053679999999,13.52843472288265
190,5.20723616,13.393097119341565
191,5.29341864,13.193307013608495
192,5.38413704,13.079087207890005
193,5.49753504,12.968943241330502
194,5.59732528,12.833781079469896
195,5.66536408,12.706598663257525
196,5.76969024,12.57999790685505
197,5.82412128,12.425587301587301
198,5.896696,12.251092828056178
199,5.98287848,12.210952894113804
200,6.016141893333334,12.12297254886208
