, Force (Kg f), Efficiency (g/W)
0,-4.59035104,9.038463656697651
1,-4.54499184,9.046920339185476
2,-4.5313840800000005,9.21799926766752
3,-4.47695304,9.343336338592536
4,-4.41798608,9.42564021164021
5,-4.34994728,9.521817879345065
6,-4.34541136,9.734344444444444
7,-4.16851048,9.637283210801312
8,-4.18211824,9.874198989469706
9,-4.1050075999999995,10.011236952492437
10,-4.0369688,10.097975886737705
11,-3.9916095999999994,10.314236692506459
12,-3.9144989599999995,10.55177896382554
13,-3.8600679199999997,10.632038561119373
14,-3.8101728,10.849629249957285
15,-3.7149184799999997,10.948772413793103
16,-3.6831670399999994,11.224376912293533
17,-3.55616128,11.24442319610447
18,-3.54255352,11.495825285565937
19,-3.4246195999999998,11.64361349109207
20,-3.3565807999999997,11.802323488045005
21,-3.2658624,11.944489795918367
22,-3.19328768,12.076573935405793
23,-3.0934974399999997,12.137074074074073
24,-3.02999456,12.30504613385315
25,-2.9574198399999996,12.38139428954199
26,-2.8803091999999997,12.472110504893045
27,-2.84402184,12.78326968716289
28,-2.77598304,12.862492076730609
29,-2.6988724,12.947958165419307
30,-2.65804912,13.044999607381232
31,-2.5854744,13.057951515151515
32,-2.5265074399999996,13.179485863328114
33,-2.47661232,13.397232067510549
34,-2.4221812799999998,13.497053828151119
35,-2.36321432,13.747610936591041
36,-2.31785512,13.996709661835748
37,-2.25435224,14.11970587498434
38,-2.20899304,14.370238355451471
39,-2.15909792,14.645895536562202
40,-2.1092028,15.0808151008151
41,-2.041164,15.344790257104197
42,-1.9958047999999997,15.839720634920631
43,-1.9413737599999996,16.218661319966582
44,-1.8824067999999998,16.599707231040565
45,-1.814368,16.799703703703702
46,-1.7599369599999999,17.004221835748794
47,-1.7191136799999998,17.364784646464642
48,-1.6601467199999997,17.634870618228167
49,-1.6102516,17.891684444444444
50,-1.5648924,18.149993041057755
51,-1.5195332,18.391832486080848
52,-1.46510216,18.928968475452198
53,-1.42427888,19.299171815718157
54,-1.3789196799999999,19.642730484330478
55,-1.32902456,20.063776570048304
56,-1.2745935199999998,20.82669150326797
57,-1.2246983999999999,20.61781818181818
58,-1.17480328,21.05382222222222
59,-1.13398,21.723754789272032
60,-1.0840848799999998,22.061149369149366
61,-1.0477975199999998,23.28438933333333
62,-1.01151016,24.432612560386474
63,-0.9706868799999998,25.19955555555555
64,-0.9343995199999998,25.955542222222217
65,-0.89357624,26.12796023391813
66,-0.8572888799999999,27.060886363636364
67,-0.81192968,28.192002777777777
68,-0.7711064,28.559496296296295
69,-0.73935496,29.339482539682542
70,-0.69853168,29.85178119658119
71,-0.6713161599999999,31.079451851851854
72,-0.6350288,32.07216161616161
73,-0.5987414400000001,33.26341333333333
74,-0.5579181599999999,38.74431666666666
75,-0.53070264,36.85435
76,-0.49441528,39.239307936507934
77,-0.46266384,40.79928042328042
78,-0.4309124,45.1690146750524
